"SitemapKind","Url","DecodedPath","Status","ContentType","Bytes","ContentSha256","Canonical","SelfCanonical","HtmlLang","HtmlDir","Title","TitleLength","MetaDescription","MetaDescriptionLength","H1Count","FirstH1","H2Count","ApproximateRenderedWordCount","MainH1Count","MainFirstH1","MainH2Count","ApproximateMainWordCount","InternalLinkOccurrences","UniqueInternalDestinations","MainInternalLinkOccurrences","MainUniqueInternalDestinations","ImageCount","ImagesWithAltAttribute","ImagesWithNonEmptyAlt","OgImage","SchemaTypes","PublishedTime","ModifiedTime"
"post","https://thai-land.co.il/%d7%a4%d7%95%d7%a7%d7%98-%d7%90%d7%95-%d7%a7%d7%95-%d7%a1%d7%9e%d7%95%d7%99/","/פוקט-או-קו-סמוי/","200","text/html; charset=UTF-8","99175","ae276332c094b51ee60956a5a364a40500129ce8ad7dd2c9867600d454be1acc","https://thai-land.co.il/פוקט-או-קו-סמוי/","True","he-IL","rtl","פוקט או קו סמוי | להיות בתאילנד","31",,"0","2","להיות בתאילנד","0","3327","1","פוקט או קו סמוי","0","2872","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-09-30T18:35:48+00:00","2022-09-30T19:02:07+00:00"
"post","https://thai-land.co.il/%d7%9e%d7%a2%d7%91%d7%a8-%d7%9c%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%9c%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a/","/מעבר-לתאילנד-רילוקיישן-לתאילנד-מדריך/","200","text/html; charset=UTF-8","102682","706c31ab74e996ffebfd67f218384c59c31a793e792127bd0637d93ce321e127","https://thai-land.co.il/מעבר-לתאילנד-רילוקיישן-לתאילנד-מדריך/","True","he-IL","rtl","מעבר לתאילנד | רילוקיישן לתאילנד | מדריך לישראלים | להיות בתאילנד","65",,"0","2","להיות בתאילנד","0","3431","1","מעבר לתאילנד | רילוקיישן לתאילנד | מדריך לישראלים","0","2968","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-10-09T18:00:10+00:00","2022-10-09T19:50:18+00:00"
"post","https://thai-land.co.il/%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%9b%d7%9c%d7%9c%d7%99%d7%aa/","/עסקים-בתאילנד-סקירה-כללית/","200","text/html; charset=UTF-8","223143","abfe6687e34191ea4b243babfd8749ea7f82486f131dd6808994d164664e0025","https://thai-land.co.il/עסקים-בתאילנד-סקירה-כללית/","True","he-IL","rtl","עשיית עסקים בתאילנד: מדריך כללי ליזם ישראלי | להיות בתאילנד","59",,"0","2","להיות בתאילנד","0","13794","1","עשיית עסקים בתאילנד: מדריך כללי ליזם ישראלי","0","13333","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-05-25T17:40:02+00:00","2022-10-28T13:58:34+00:00"
"post","https://thai-land.co.il/hello-world/","/hello-world/","200","text/html; charset=UTF-8","68644","8151ca09def9c962b67b318a242cd4efd4dabb4890cd5b5676eb1378b9f0ba21","https://thai-land.co.il/hello-world/","True","he-IL","rtl","האם תאילנד פתוחה לתיירים? | להיות בתאילנד","41",,"0","2","להיות בתאילנד","0","502","1","האם תאילנד פתוחה לתיירים?","0","47","73","39","1","1","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-03-22T17:21:08+00:00","2022-10-29T13:51:20+00:00"
"post","https://thai-land.co.il/5-%d7%98%d7%a8%d7%99%d7%a7%d7%99%d7%9d-%d7%9c%d7%98%d7%99%d7%a1%d7%95%d7%aa-%d7%a1%d7%95%d7%a4%d7%a8-%d7%96%d7%95%d7%9c%d7%95%d7%aa-%d7%9c%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93/","/5-טריקים-לטיסות-סופר-זולות-לתאילנד/","200","text/html; charset=UTF-8","113786","1a3fc010b2fbd4eec1fbc9fe5d8f799438f9f40a82299cf02db9ca25c3c16331","https://thai-land.co.il/5-טריקים-לטיסות-סופר-זולות-לתאילנד/","True","he-IL","rtl","5 טיפים לטיסות סופר זולות לתאילנד | להיות בתאילנד","49","Thai-land.co.il הוא צוות מומחים ישראלים הגרים בתאילנד המתמחה במתן דילים איכותיים וייחודיים בטיסות לתאילנד. הצוות מחויב להבטיח שללקוחותיהם תהיה חווית הנסיעה הטובה ביותר, והם מספקים תמיכה לאורך כל הטיול.","201","2","להיות בתאילנד","0","4475","1","5 טיפים לטיסות סופר זולות לתאילנד","0","4016","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-04-27T16:42:54+00:00","2023-02-18T13:57:51+00:00"
"post","https://thai-land.co.il/%d7%90%d7%99%d7%9a-%d7%90%d7%95%d7%9e%d7%a8%d7%99%d7%9d-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93%d7%99%d7%aa/","/איך-אומרים-בתאילנדית/","200","text/html; charset=UTF-8","76292","44cc6ea9bd9664973c7b5dcb6d58bbce570320b0528fa6b94722336905c6dffa","https://thai-land.co.il/איך-אומרים-בתאילנדית/","True","he-IL","rtl","איך אומרים בתאילנדית | להיות בתאילנד","36",,"0","2","להיות בתאילנד","0","1188","1","איך אומרים בתאילנדית","0","735","72","39","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2023-03-08T15:48:11+00:00","2023-03-08T16:12:49+00:00"
"post","https://thai-land.co.il/%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%9e%d7%a9%d7%95%d7%aa%d7%a3-%d7%a0%d7%9b%d7%a1-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93/","/זכויות-בית-משותף-נכס-בתאילנד/","200","text/html; charset=UTF-8","75581","c1a0473afc94619db7135f07b8482f27eab1db519ad4020aac055afc3fe13d77","https://thai-land.co.il/זכויות-בית-משותף-נכס-בתאילנד/","True","he-IL","rtl","זכויות בית משותף- נכס בתאילנד | להיות בתאילנד","45",,"0","2","להיות בתאילנד","0","1092","1","זכויות בית משותף- נכס בתאילנד","0","635","72","39","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2023-03-25T14:15:06+00:00",
"post","https://thai-land.co.il/%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%90%d7%95%d7%9c%d7%98%d7%99%d7%9e%d7%98%d7%99%d7%91%d7%99-%d7%9c%d7%9e%d7%a6%d7%99%d7%90%d7%aa-%d7%98%d7%99%d7%a1%d7%95%d7%aa-%d7%96%d7%95%d7%9c%d7%95/","/המדריך-האולטימטיבי-למציאת-טיסות-זולו/","200","text/html; charset=UTF-8","100678","7359c45aafc9d3f177b97395dc691f673910e452c8b99817df52ff55d93407e2","https://thai-land.co.il/המדריך-האולטימטיבי-למציאת-טיסות-זולו/","True","he-IL","rtl","טיסות זולות לתאילנד המדריך האולטימטיבי לישראלי | להיות בתאילנד","62",,"0","2","להיות בתאילנד","0","3585","1","טיסות זולות לתאילנד המדריך האולטימטיבי לישראלי","0","3126","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-04-28T17:13:38+00:00","2023-03-29T19:29:53+00:00"
"post","https://thai-land.co.il/%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%95%d7%97%d7%95%d7%a7-%d7%90%d7%99-%d7%94%d7%a4%d7%9c%d7%9c%d7%aa-%d7%a7%d7%a0%d7%90%d7%91%d7%99%d7%a1-%d7%a4%d7%a0%d7%90%d7%99/","/תאילנד-וחוק-אי-הפללת-קנאביס-פנאי/","200","text/html; charset=UTF-8","80144","70cdebf5ccd3fd59cfc3e484920b752d163065d9450eca8a1d9fcf562e74c55d","https://thai-land.co.il/תאילנד-וחוק-אי-הפללת-קנאביס-פנאי/","True","he-IL","rtl","תאילנד חוק אי הפללת קנאביס 2022 | להיות בתאילנד","47",,"0","2","להיות בתאילנד","0","1412","1","תאילנד חוק אי הפללת קנאביס 2022","0","953","72","38","0","0","2","2","2","https://thai-land.co.il/wp-content/uploads/2022/04/legal-cannabis-300x191.jpg","","2022-04-30T18:08:07+00:00","2023-05-27T11:40:20+00:00"
"post","https://thai-land.co.il/%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%a0%d7%a1%d7%99%d7%a2%d7%95%d7%aa-%d7%9c%d7%97%d7%95%d7%9c-%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%a8%d7%99%d7%9c%d7%95%d7%a7%d7%99%d7%99%d7%a9%d7%9f-%d7%91%d7%99/","/ביטוח-נסיעות-לחול-ביטוח-רילוקיישן-בי/","200","text/html; charset=UTF-8","175862","bb4e70194fe0f24c7c44e793b9114de3610d88487f0344b3194b2fb96bfc269c","https://thai-land.co.il/ביטוח-נסיעות-לחול-ביטוח-רילוקיישן-בי/","True","he-IL","rtl","ביטוח נסיעות לתאילנד | ביטוח רילוקיישן | ביטוח בריאות חו""ל | להיות בתאילנד","74",,"0","2","להיות בתאילנד","1","10029","1","ביטוח נסיעות לתאילנד | ביטוח רילוקיישן | ביטוח בריאות חו”ל","1","9562","76","42","4","4","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-10-08T13:16:32+00:00","2023-09-02T19:15:29+00:00"
"post","https://thai-land.co.il/%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93/","/קניית-נכס-בתאילנד/","200","text/html; charset=UTF-8","124039","34a597de375609a993689f4221f31dae28f7baf7fecaf1f8971267af470b5c6f","https://thai-land.co.il/קניית-נכס-בתאילנד/","True","he-IL","rtl","קניית נכס בתאילנד | מדריך קניית דירה לישראלים | להיות בתאילנד","61",,"0","2","להיות בתאילנד","0","5544","1","קניית נכס בתאילנד | מדריך קניית דירה לישראלים","0","5081","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-10-17T17:07:18+00:00","2023-09-15T20:33:46+00:00"
"post","https://thai-land.co.il/property-management/","/property-management/","200","text/html; charset=UTF-8","90328","cd53516668796cd893f9a16fddbce61e38ee469d64ea0f9d33fd525dcb33bd35","https://thai-land.co.il/property-management/","True","he-IL","rtl","ניהול נכסים בתאילנד | airbnb והשכרות טווח קצר | להיות בתאילנד","61",,"0","2","להיות בתאילנד","0","2306","1","ניהול נכסים בתאילנד | airbnb והשכרות טווח קצר","0","1843","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2024-12-16T18:01:03+00:00","2024-12-16T18:21:17+00:00"
"post","https://thai-land.co.il/%d7%94%d7%9e%d7%97%d7%99%d7%a8%d7%99%d7%9d-%d7%94%d7%96%d7%95%d7%9c%d7%99%d7%9d-%d7%91%d7%99%d7%95%d7%aa%d7%a8-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2025/","/המחירים-הזולים-ביותר-תאילנד-2025/","200","text/html; charset=UTF-8","283181","cce6e2f4f5f4da04bc5a38a03c1b6c8ad6b1032e5e92317f0f5e0a5c2535c875","https://thai-land.co.il/המחירים-הזולים-ביותר-תאילנד-2025/","True","he-IL","rtl","המחירים הזולים ביותר חופשת תאילנד 2025: מלונות מומלצים אטרקציות וטיסות למשפחות בתאילנד | להיות בתאילנד","102",,"0","2","להיות בתאילנד","0","19126","1","המחירים הזולים ביותר חופשת תאילנד 2025: מלונות מומלצים אטרקציות וטיסות למשפחות בתאילנד","0","18655","72","39","0","0","2","2","2","https://thai-land.co.il/wp-content/uploads/2025/02/tahi-cheap-hotels-flights.webp","","2025-02-19T11:18:06+00:00","2025-02-19T11:47:47+00:00"
"post","https://thai-land.co.il/%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%aa%d7%9b%d7%a0%d7%95%d7%9f-%d7%97%d7%95%d7%a4%d7%a9%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93/","/מחשבון-תכנון-חופשה-בתאילנד/","200","text/html; charset=UTF-8","150083","ff910e1398a0fd7ff2fe21e64e78d74c72f61cd3ed997b7284f1903f2e5462b7","https://thai-land.co.il/מחשבון-תכנון-חופשה-בתאילנד/","True","he-IL","rtl","מחשבון תכנון חופשה בתאילנד | להיות בתאילנד","42",,"0","2","להיות בתאילנד","1","6110","1","מחשבון תכנון חופשה בתאילנד","1","5655","72","39","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2025-02-25T12:00:52+00:00","2025-02-25T12:34:59+00:00"
"post","https://thai-land.co.il/price/","/price/","200","text/html; charset=UTF-8","136073","34440e4a7b5d4b3478f96b4950ba0957fed0659e3f9d42358a387e5bda2b0beb","https://thai-land.co.il/price/","True","he-IL","rtl","(2025) סקירת מחירי נכסים בתאילנד | להיות בתאילנד","48",,"0","2","להיות בתאילנד","10","6496","1","(2025) סקירת מחירי נכסים בתאילנד","10","6039","72","39","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2025-07-02T09:48:26+00:00",
"post","https://thai-land.co.il/lawyer-thailand/","/lawyer-thailand/","200","text/html; charset=UTF-8","256061","7c2dc0904a366246bf5e65a57fd59cbf26bb2f750006f40b300528299ba057d3","https://thai-land.co.il/lawyer-thailand/","True","he-IL","rtl","עורך דין ישראלי בתאילנד | עו""ד תאילנד דובר עברית | להיות בתאילנד","64",,"0","2","להיות בתאילנד","9","17140","1","עורך דין ישראלי בתאילנד | עו”ד תאילנד דובר עברית","9","16675","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2025-07-09T16:01:30+00:00","2025-07-09T16:09:23+00:00"
"post","https://thai-land.co.il/%d7%98%d7%99%d7%95%d7%9c-%d7%91%d7%91%d7%a0%d7%92%d7%a7%d7%95%d7%a7-%d7%9c%d7%99%d7%95%d7%9e%d7%99%d7%99%d7%9d-3-%d7%99%d7%9e%d7%99%d7%9d-%d7%90%d7%95-4-%d7%99%d7%9e%d7%99%d7%9d-%d7%9e%d7%93%d7%a8/","/טיול-בבנגקוק-ליומיים-3-ימים-או-4-ימים-מדר/","200","text/html; charset=UTF-8","95334","6d147115b62663b024a6aeb8a81d1b4664a7222dc492054ca60edbc5d39ff8d4","https://thai-land.co.il/טיול-בבנגקוק-ליומיים-3-ימים-או-4-ימים-מדר/","True","he-IL","rtl","טיול בבנגקוק ליומיים 3 ימים או 4 ימים (מדריך טיולים מתעדכן) | להיות בתאילנד","75",,"0","2","להיות בתאילנד","0","2912","1","טיול בבנגקוק ליומיים 3 ימים או 4 ימים (מדריך טיולים מתעדכן)","0","2443","72","38","0","0","1","1","1","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","","2022-09-03T17:20:24+00:00","2025-10-24T01:50:22+00:00"
"post","https://thai-land.co.il/5-%d7%93%d7%91%d7%a8%d7%99%d7%9d-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%91%d7%99%d7%95%d7%9d-%d7%92%d7%a9%d7%95%d7%9d-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2022/","/5-דברים-לעשות-ביום-גשום-בתאילנד-2022/","200","text/html; charset=UTF-8","79177","086c6a9aac3f7a9448db78b8291667848d88b9a0a795da72aaa2ef77f996f93d","https://thai-land.co.il/5-דברים-לעשות-ביום-גשום-בתאילנד-2022/","True","he-IL","rtl","מה לעשות ביום גשום בתאילנד | להיות בתאילנד","42",,"0","2","להיות בתאילנד","1","1366","1","מה לעשות ביום גשום בתאילנד","1","909","72","38","0","0","2","2","2","https://thai-land.co.il/wp-content/uploads/2022/05/rain-thailand-2022.jpg","","2022-05-20T13:09:01+00:00","2025-10-24T01:51:03+00:00"
"page","https://thai-land.co.il/","/","200","text/html; charset=UTF-8","199067","d7a3301992fd602458dd6d4e8eee6efbfc1e100f2136de57dc4351ea3ade1803","https://thai-land.co.il/","True","he-IL","rtl","מרכז הישראלים בתאילנד: טיסות, מגורים, עסקים, מלונות, נסיעות | להיות בתאילנד","75",,"0","2","להיות בתאילנד","0","12142","1","מרכז הישראלים בתאילנד: טיסות, מגורים, עסקים, מלונות, נסיעות","0","11688","71","38","0","0","2","2","2","https://thai-land.co.il/wp-content/uploads/2022/03/thailand.webp","Organization|SearchAction|WebSite",,"2025-02-17T17:59:22+00:00"
"category","https://thai-land.co.il/category/%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9b%d7%9c%d7%9c%d7%99/","/category/תאילנד-כללי/","200","text/html; charset=UTF-8","139176","0563e97a575d3dc3eb504d985ae4284b430c62d0e0bddb496ab97ca005c69f1a","https://thai-land.co.il/category/תאילנד-כללי/","True","he-IL","rtl","תאילנד כללי | להיות בתאילנד","27",,"0","2","להיות בתאילנד","38","3778","1","קטגוריה: תאילנד כללי","38","3327","148","44","76","38","3","3","3","https://thai-land.co.il/wp-content/uploads/2022/03/cropped-thailand-free-info.jpg","",,
